CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Denver,Denver City Hall,,CO,US,2020-10-14,,,,,,,Denver Homeless Out Loud,"against racism, against homelessness",1,vigil,unknown,,,,1,1,https://unicornriot.ninja/2020/denver-housing-advocates-launch-5256-minute-vigil-at-city-hall/,https://twitter.com/UR_Ninja/status/1316557149611282432,,,
Des Moines,Des Moines International Airport,,IA,US,2020-10-14,thousands,2000,,2000,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.kcrg.com/2020/10/15/trump-makes-appeal-to-iowa-voters-at-rally-in-des-moines-less-than-three-weeks-before-election/,https://heavy.com/news/trump-iowa-rally-crowd-photos-des-moines/,https://www.weareiowa.com/article/news/politics/national-politics/donald-trump-campaign-make-america-great-again-rally-des-moines-iowa-october-14-2020/524-bdd80d0b-ce57-40b2-805c-796bf2aba1dc,Feat. President Trump,
Eureka,Humboldt County Coroner's office,,CA,US,2020-10-14,approximately 25 people,25,,25,,,Missing and Murdered Indigenous People,for justice for missing and murdered indigenous people,0,protest,,,,,1,1,https://kymkemp.com/2020/10/15/missing-and-murdered-indigenous-people-activists-hold-protest-criticizing-of-humboldt-countys-coroners-office/,,,,
Fairborn,,,OH,US,2020-10-14,,,,,,,DPSU,for better workplace protections for school bus drivers during coronavirus pandemic,0,sickout,,,,,1,1,https://www.fairborndailyherald.com/top-stories/44876/fcs-withdraws-determination-of-unauthorized-strike,,,,
Fallon,,,NV,US,2020-10-14,hundreds of President Trump supporters,200,,200,,,general protesters,for President Trump,2,rally,,,,,1,1,https://mynews4.com/news/local/donald-trump-jr-holds-rally-in-fallon,,,Feat. Donald Trump Jr.,
Falls Church,Fairfax County Public Schools administration building,,VA,US,2020-10-14,,,,,,,teachers,against district plan for reopening schools during coronavirus pandemic,0,caravan,,,,,1,1,https://www.nbcwashington.com/news/local/northern-virginia/fairfax-county-teachers-hold-car-protest-over-reopening-plan/2445307/,,,,
Frankford,Skylands Stadium,,NJ,US,2020-10-14,"more than 3,500 people",3500,,3500,,,NJ4Trump,"for President Trump, for Republican candidates for office",2,rally,,,,,1,1,https://www.njherald.com/story/news/2020/10/15/rally-drew-pro-trump-anti-murphy-crowd-sussex-county/3662970001/,,,,
Frederick,"Frederick County Public Schools, 191 South East St",,MD,US,2020-10-14,a crowd of close to 50 people,50,,50,,,general protesters,against decision to continue virtual schooling during coronavirus pandemic,0,protest,,,,,1,1,https://www.fredericknewspost.com/news/education/protesters-demand-frederick-county-schools-reopen/article_acc5a57e-01ac-5e8f-82b3-c412357291e1.html,,,,
Gahanna,,,OH,US,2020-10-14,,,,,,,Gahanna-Jefferson Education Association,against district plan for hybrid schooling during coronavirus pandemic,0,strike; picket,,,,,1,1,https://www.dispatch.com/story/news/crime/2020/10/14/students-join-gahanna-jefferson-teachers-second-day-strike/3650655001/,,,,
Guntersville,"Neena's Grill, Marshall County Courthouse",,AL,US,2020-10-14,approximately 15 protesters,15,,15,,,Say Their Names Alabama,"for removal of Confederate flag and monument, against racism",1,sit-in,,,,,1,1,http://www.sandmountainreporter.com/free_share/article_019157d6-0f2a-11eb-a5ec-8f6dd9cf7eb2.html,,,"Protesters and counter-protesters yelled at each other, but no physical violence occurred.",
Jackson,outside home of District Attorney Jody Pickens,,TN,US,2020-10-14,,,,,,,general protesters,"against wrongful prosecution, against racism",1,protest,,,,,1,1,https://www.wbbjtv.com/2020/10/14/group-holds-second-protest-in-front-of-district-attorneys-home/,,,,
Kansas City,KCMO City Hall,,MO,US,2020-10-14,,,,,,,general protesters,"against racism, for defunding police, for firing police Chief Rick Smith",1,occupation,,,,,1,1,https://news.yahoo.com/kansas-city-protests-continue-officer-205000479.html,,,,
Lansing,Michigan State Capitol,,MI,US,2020-10-14,,,,,,,limited license psychologists,for renewal of professional licenses for limited license psychologists,0,protest,,,,,1,1,https://www.wlns.com/news/michigan/limited-licensed-psychologists-protest-at-capitol/,,,,
Midland,Bowie Fine Arts Academy,,TX,US,2020-10-14,,,,,,,general protesters,for keeping Confederate school mascot,0,rally,,,,,1,1,https://www.mrt.com/news/education/article/Saving-Lee-Rebels-rally-to-be-held-before-15646993.php,,,,
Minneapolis,Sen. Amy Klobuchar's office to Hennepin County Jail,,MN,US,2020-10-14,around 100 people,100,,100,,,Minnesota Immigrant Rights Action Committee,for legalization of undocumented immigrants,1,rally; march,,,,,1,1,http://www.fightbacknews.org/2020/10/17/minneapolis-protest-demands-legalization-immigrants,,,,
New York,"7924 Flatlands Ave, Brooklyn",,NY,US,2020-10-14,,,,,,,general protesters,"against racism, against police violence, for justice for George Floyd",1,vigil,,,,,1,1,https://twitter.com/protest_nyc/status/1316411200515825669,,,,
New York,110th Cathedral Station,,NY,US,2020-10-14,,,,,,,general protesters,"against racism, for transgender people's rights",1,march,,,,,0,1,https://twitter.com/protest_nyc/status/1316411200515825669,,,,
New York,Carl Schurz Park,,NY,US,2020-10-14,,,,,,,UES4BLM,"against racism, against police violence",1,gathering,,,,,0,1,https://twitter.com/protest_nyc/status/1316411200515825669,,,,
New York,McCarren Park,,NY,US,2020-10-14,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,https://twitter.com/protest_nyc/status/1316411200515825669,,,,
New York,"Barclays Center, Brooklyn",,NY,US,2020-10-14,,,,,,,general protesters,"against racism, against police violence, for justice for George Floyd",1,vigil,,,,,0,1,https://twitter.com/protest_nyc/status/1316411200515825669,,,,
New York,Foley Square,,NY,US,2020-10-14,,,,,,,general protesters,for releasing elderly prisoners during coronavirus pandemic,1,rally; vigil,,,,,0,1,https://twitter.com/RAPPcampaign/status/1316388209245540353,,,,
New York,"Cadman Plaza, Brooklyn",,NY,US,2020-10-14,,,,,,,People's Parity Project; Housing Works Inc.; Common Cause New York; Make the Road New York; Center for Independence of the Disabled New York,"against confirmation of Amy Coney Barrett to U.S. Supreme Court, for reproductive rights",1,rally,,,,,0,1,https://twitter.com/actupny/status/1315755259155841030,https://www.facebook.com/events/689550041680896/,,,
Newport News,Newport News Public Schools administration building,,VA,US,2020-10-14,several dozen people,36,,36,,,Newport News Educators United,"for safe return to schools during coronavirus pandemic, for including teachers in school board decisions",0,rally,,,,,1,1,https://www.wavy.com/news/local-news/newport-news/newport-news-educators-rally-ask-for-their-input-to-be-included-in-districts-reopening-plan/,https://www.13newsnow.com/article/news/local/mycity/newport-news/educators-parents-rally-following-decision-to-to-postpone-in-person-learning-in-newport-news/291-e04ad6c6-6eab-47ee-864b-9e5571dcb29d,,,
Norwich,Backus Hospital,,CT,US,2020-10-14,,,,,,,Backus Federation of Nurses,for changes in patient care and workplace safety and nurse recruitment and retention at Backus Hospital,0,strike; picket,,,,,1,1,https://www.titusvilleherald.com/news/state_news/article_877c2afb-112a-506b-a5b6-ff6a7948fbd7.html,,,,
Palm Beach,,,FL,US,2020-10-14,nearly two dozen people,24,,24,,,general protesters,for continuing union representation for employees in county tax collector's office,0,protest,,,,,1,1,https://www.wflx.com/2020/10/14/protest-outside-martin-county-tax-collector-office/,,,,
Philadelphia,Independence Mall,,PA,US,2020-10-14,,,,,,,Refuse Fascism Philly; Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/377496803255181/?event_time_id=377496809921847,,,Trump/Pence out Now,
Portland,Revolution Hall,,OR,US,2020-10-14,a group of a hundred or so demonstrators,100,,100,,,general protesters,"against racism, against police violence, for justice for George Floyd",1,demonstration,,,,,1,1,https://www.kgw.com/article/news/local/demonstrators-gather-in-portland-for-george-floyds-birthday/283-8e889dd0-e7be-4055-a19d-1a1d1197b897,,,,
Richmond,Henrico Circuit Court,,VA,US,2020-10-14,,,,,,,general protesters,for dropping charges against activists who participated in anti-ICE protest,1,protest,,,,,1,1,https://www.nbc12.com/2020/10/15/nine-people-turn-themselves-warrants-issued-following-protest-outside-ice-directors-home/,,,,
Seattle,Green Lake Park,,WA,US,2020-10-14,,,,,,,Veterans for Peace Seattle Chapter 92; Refuse Fascism; Refuse Fascism Seattle,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/451664835780169/,,,Trump/Pence out Now,
Stoughton,Public Safety Building,,WI,US,2020-10-14,dozens of people,24,,24,,,general protesters,for police,0,rally,,,,,1,1,https://wkow.com/2020/10/14/rally-supports-stoughton-police-department/,,,,
Swampscott,Gov. Charlie Baker's home,,MA,US,2020-10-14,about 100 to 150 protesters,100,,150,,,Right to the City Boston,for stronger protections against evictions and foreclosures during coronavirus pandemic,0,march,,,,,1,1,https://upnewsinfo.com/2020/10/15/housing-activists-march-to-gov-bakers-home-to-push-bill/,http://origin.turnto10.com/news/local/housing-activists-march-to-gov-bakers-home-to-push-bill,https://apnews.com/article/virus-outbreak-pandemics-legislature-boston-charlie-baker-ba816058df0e1f79c9f2eedc36eb4d5c,,
Tucson,,,AZ,US,2020-10-14,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.azcentral.com/picture-gallery/news/politics/elections/2020/10/15/donald-trump-jr-holds-rally-tucson-arizona/3660325001/,,,Feat. Donald Trump Jr.,
Washington,U.S. Supreme Court,,DC,US,2020-10-14,,,,,,,The People's Parity Project,against filling vacant U.S. Supreme Court seat before inauguration,1,rally,,,,,1,1,https://www.washingtonian.com/2020/10/08/washington-protests-october8/,,,#UnrigTheCourts National Day of Action,
Washington,U.S. Supreme Court,,DC,US,2020-10-14,,,,,,,Center for Popular Democracy Action; Housing Works; Demand Justice,against filling vacant U.S. Supreme Court seat before inauguration,1,protest,,,,,0,1,https://twitter.com/KateCantrell/status/1315745422657433600,,,,
Wichita Falls,Midwestern State University,,TX,US,2020-10-14,,,,,,,Black Students Union; Mosaic Peer Educators; Residence Life,"against racism, against police violence",1,march,,,,,1,1,https://www.newschannel6now.com/2020/10/14/msu-texas-students-march-bring-change-campus/,,,,
Abingdon Township,school administration building,,PA,US,2020-10-15,,,,,,,parents; students,for expanding in-person schooling during coronavirus pandemic,0,rally,,,,,1,1,https://news.yahoo.com/abington-parents-students-rally-return-021100435.html,,,,
Bethesda,Rockville Pike and Tuckerman Ln,,MD,US,2020-10-15,about 10 members of IATSE Local 868,10,,10,,,IATSE Local 868,against layoffs of theater staff during coronavirus pandemic,0,protest,,,,,1,1,https://bethesdamagazine.com/bethesda-beat/business/theater-union-members-protest-layoffs-strathmore-says-they-were-a-last-resort/,,,,
Boston,Boston Housing Court to Massachusetts State House,,MA,US,2020-10-15,,,,,,,City Life/Vida Urbana,for extension of eviction moratorium during coronavirus pandemic,0,rally; march,,,,,1,1,https://www.nbcboston.com/news/local/boston-protest-to-call-for-extension-of-eviction-moratorium/2212377/,,,,
Carbondale,Santa Fe Trail High School,,KS,US,2020-10-15,,,,,,,students,against new online teaching program in area schools,0,walkout,,,,,1,1,https://www.wibw.com/2020/10/15/summit-learning-program-has-teachers-leaving-usd-434/,https://www.ksnt.com/news/local-news/student-walkouts-reported-at-santa-fe-trail-usd-434-schools/,,,
Columbus,The Ohio State University,,OH,US,2020-10-15,about 50 students,50,,50,,,students,"against construction of natural gas power plant on university campus, for environmental protection",0,protest,,,,,1,1,https://www.thelantern.com/2020/10/students-protest-construction-of-natural-gas-plant-on-campus/,,,,
Concord,,,NH,US,2020-10-15,,,,,,,Poor People's Campaign,"for changes to state's draft standards for healthcare during coronavirus pandemic, for greater diversity on advisory committee, for disabled people's rights",0,demonstration,,,,,1,1,https://www.nhpr.org/post/disability-rights-activists-poor-peoples-campaign-protest-sununus-covid-press-conference#stream/0,,,,
Des Moines,Neal Smith Federal Building,,IA,US,2020-10-15,,,,,,,general protesters,"against confirmation of Amy Coney Barrett to U.S. Supreme Court, for reproductive rights",1,protest,,,,,1,1,https://www.kcrg.com/2020/10/15/group-protests-supreme-court-nomination-process-in-cedar-rapids/,,,Our Lives on the Line Week of Action,
Evansville,University of Southern Indiana,,IN,US,2020-10-15,,1,,1,,,general protesters,against removal from campus of student with Tourette's Syndrome,0,protest,,,,,1,1,https://www.tristatehomepage.com/top-stories/one-student-shows-up-at-beginning-of-usi-protest-in-support-of-student/,,,,
Greenville,Pitt-Greenville Airport,,NC,US,2020-10-15,thousands of supporters,2000,,2000,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.witn.com/2020/10/14/preparations-for-president-trumps-rally-in-greenville/,,,Feat. President Trump,
Greenville,uptown,,NC,US,2020-10-15,,,,,,,Poor Peoples Campaign; North Carolina Black Alliance,"against President Trump, for voting rights",1,protest,,,,,0,1,https://www.wnct.com/your-local-election-headquarters/protestors-gather-near-pgv-before-trump-rally/,,,,
Henrico,"Henrico County Sheriff's Office, 4317 E Parham Rd",,VA,US,2020-10-15,,,,,,,general protesters,for dropping charges against activists who participated in anti-ICE protest,1,demonstration,,,,,1,1,https://www.thedailybeast.com/anti-ice-protesters-got-charged-boogaloos-got-milk-and-pa-system-from-virginia-cops,,,,
Kansas City,Jackson County 16th Circuit Court,,MO,US,2020-10-15,about 100 people,100,,100,,,KC Tenants,for extending eviction moratorium during coronavirus pandemic,0,direct action,,,,,1,1,https://apnews.com/article/virus-outbreak-kansas-city-michael-brown-kansas-financial-markets-753f06fb49cc83a68d4e8af97dc1a5aa,https://fox4kc.com/news/kc-tenants-protesters-chain-doors-to-downtown-courthouse-shut-demanding-halt-on-evictions/,,Protesters chained shut doors to courthouse.,
Kansas City,KCMO City Hall,,MO,US,2020-10-15,,,,,,,general protesters,"against racism, for defunding police, for firing police Chief Rick Smith",1,occupation,,,,,0,1,https://news.yahoo.com/kansas-city-protests-continue-officer-205000479.html,,,,
Miami,,,FL,US,2020-10-15,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.pbs.org/newshour/politics/watch-live-pence-holds-campaign-rally-in-miami,,,Feat. Mike Pence,
Miami,"Broad Causeway Bridge, North Miami",,FL,US,2020-10-15,dozens of boaters,24,,24,,,general protesters,for President Trump,2,boat rally,,,,,0,1,https://miami.cbslocal.com/2020/10/15/president-donald-trumps-son-eric-trump-holds-maga-boat-rally-in-miami/,,,Feat. Eric Trump,
New York,86th St and East End Ave to Gracie Mansion,,NY,US,2020-10-15,,,,,,,UWS Open Hearts Initiative,against forced displacement of Black and brown homeless shelter residents,0,march,,,,,1,1,https://twitter.com/UWSOpenHearts/status/1316424268029276162,,,,
New York,New York City Public Library,,NY,US,2020-10-15,,,,,,,End Jew Hatred,against persecution of Jewish community by governor and mayor during coronavirus pandemic,0,protest,,,,,0,1,https://collive.com/protest-to-be-held-in-ny-against-officials-blaming-jews-for-covid-19/,,,,
New York,"Nigerian Consulate, 828 2nd Ave",,NY,US,2020-10-15,,,,,,,ENDSARSNYC,for abolishing SARS and against police brutality in Nigeria,0,march,,,,,0,1,https://twitter.com/endsarsnyc/status/1316427090519093250,,,,
New York,Carl Schurz Park,,NY,US,2020-10-15,,,,,,,UES4BLM,"against racism, against police violence",1,gathering,,,,,0,1,https://twitter.com/protest_nyc/status/1316737206984290304,,,,
New York,McCarren Park,,NY,US,2020-10-15,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,https://twitter.com/protest_nyc/status/1316737206984290304,https://www.ithacaweek-ic.com/the-group-gathering-indefinitely-for-black-lives/,,,
New York,72nd St and Broadway,,NY,US,2020-10-15,more than 100 Latino #NYCDeliveryWorkers,100,,100,,,Worker's Justice Project,for more protection against e-bike theft,0,demonstration,,,,,0,1,https://www.westsiderag.com/2020/10/15/delivery-workers-protest-for-more-protection-and-better-wages,https://ilovetheupperwestside.com/delivery-workers-protest-on-72nd-street/,,,
New York,"East Williamsburg, Brooklyn",,NY,US,2020-10-15,,,,,,,Democratic Socialists of America,"against construction of natural gas pipeline, against fracking, against racism, for environmental justice",1,direct action,4,,,,0,1,https://www.amny.com/news/brooklyn-demonstrators-chain-gas-pipeline-fracking/,,,,
Newport News,Newport News Police HQ,,VA,US,2020-10-15,about 20 to 30 people,20,,30,,,general protesters,"for Second Amendment rights, against city ordinance restricting open-carry of firearms",2,armed protest,,,,,1,1,https://twitter.com/FordFischer/status/1316833630530998272,https://www.wavy.com/news/local-news/newport-news/nnpd-protesters-to-gather-at-police-headquarters-exercise-2nd-amendment-right-thursday/,https://www.thedailybeast.com/anti-ice-protesters-got-charged-boogaloos-got-milk-and-pa-system-from-virginia-cops,,
Norwalk,Norwalk High School,,IA,US,2020-10-15,,,,,,,general protesters,"against cyberbullying in schools, against racism, for LGBTQ+ rights",1,protest,,,,,1,1,https://www.desmoinesregister.com/story/news/local/indianola/2020/10/15/norwalk-trump-black-lives-matter-lgbtq-cyberbullying-protest-clash-counterprotesters/3671945001/,,,Fighting broke out between some protesting and counter-protesting parents.,
Norwalk,Norwalk High School,,IA,US,2020-10-15,,,,,,,general protesters,"for President Trump, against Black Lives Matter",2,counter-protest,,,,,0,1,https://www.desmoinesregister.com/story/news/local/indianola/2020/10/15/norwalk-trump-black-lives-matter-lgbtq-cyberbullying-protest-clash-counterprotesters/3671945001/,,,Fighting broke out between some protesting and counter-protesting parents.,
Old Saybrook,Old Saybrook Town Hall,,CT,US,2020-10-15,some 50 residents,50,,50,,,Citizen's Police Review of Old Saybrook,for resignation of police chief over treatment of person with Down syndrome,0,march; demonstration,,,,,1,1,https://www.fox61.com/article/news/local/old-saybrook-residents-protest-after-woman-claims-police-harassed-family-member-with-downs-syndrome/520-1d422eef-adda-4e6c-8d04-1abbbaa01e2e,http://www.shorelinetimes.com/news/protesters-call-for-police-accountability-in-old-saybrook/article_7c561de0-6252-5a5c-bcd4-9004db5ead55.html,,,
Philadelphia,Independence Mall,,PA,US,2020-10-15,,,,,,,Refuse Fascism Philly; Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/377496803255181/?event_time_id=377496809921847,,,Trump/Pence out Now,
Portland,Saturday Market,,OR,US,2020-10-15,,,,,,,general protesters,for expanded social services for BIPOC community during coronavirus pandemic,1,rally; march,,,,,1,1,https://twitter.com/Occupy_PDX/status/1315773571508006912,,,,
Portland,Multnomah County Justice Center,,OR,US,2020-10-15,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,0,1,https://www.kgw.com/article/news/local/protests/protest-small-fire-outside-of-justice-center-in-downtown/283-6b6c5272-daac-44c8-827e-263517860a06,,,,
Poway,Poway Unified School District headquarters,,CA,US,2020-10-15,dozens of parents and students,24,,24,,,parents; students,against commercial real estate development on land earmarked for school,0,rally,,,,,1,1,https://fox5sandiego.com/news/local-news/parents-rally-in-poway-against-proposed-costco-development-at-vacant-school-site/,,,,
Providence,Providence City Hall,,RI,US,2020-10-15,a crowd of over forty,40,,40,,,Unite Here! Local 26,for city ordinance requiring hotels to hire back workers laid off during coronavirus pandemic,0,rally,,,,,1,1,https://turnto10.com/news/local/were-struggling-hotel-workers-rally-outside-providence-city-hall,https://upriseri.com/2020-10-16-unite-here/,,,
Rochester,"Sen. Gary Peters' office, 407 6th St",,MI,US,2020-10-15,,,,,,,Trump Victory Michigan,for confirmation of Amy Coney Barrett to U.S. Supreme Court,2,protest,,,,,1,1,https://www.theoaklandpress.com/news/peaceful-protest-planned-at-gary-peters-district-office-thursday-afternoon/article_4bdc122a-0ef5-11eb-ba25-2bc4e3371096.html,,,,
Seattle,Green Lake Park,,WA,US,2020-10-15,,,,,,,Veterans for Peace Seattle Chapter 92; Refuse Fascism; Refuse Fascism Seattle,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/451664835780169/,,,Trump/Pence out Now,
Sioux City,Riverside Park,,IA,US,2020-10-15,more than 70 vehicles,70,,70,,,general protesters,"for Democratic candidate for U.S. House of Representatives, for J.D. Scholten",1,rally,,,,,1,1,https://siouxcityjournal.com/news/local/govt-and-politics/scholten-parking-lot-rally-in-sioux-city-draws-more-than-70-vehicles/article_8db34c56-d253-5028-b667-39185bd6787c.html,,,,
Springfield,Springfield College,,MA,US,2020-10-15,,,,,,,Springfield College Leadership Team; Men of Excellence; Women of Power; Student Society for Bridging Diversity; Black Student Union,"against racism, against police violence",1,march,,,,,1,1,https://www.wwlp.com/news/local-news/hampden-county/springfield-college-students-lead-black-lives-matter-march-thursday/,,,,
Washington,U.S. Supreme Court,,DC,US,2020-10-15,,,,,,,general protesters,against filling vacant U.S. Supreme Court seat before inauguration,1,protest,several,,,,1,1,https://twitter.com/KateCantrell/status/1315745422657433600,https://www.wusa9.com/article/news/local/protests/protest-outside-of-scotus-building-on-final-day-of-hearings-judge-barrett/65-acdcebc2-74eb-467c-876a-b2d109d66562,https://twitter.com/KuzyBeCackling/status/1316768378682564611,,
Washington,U.S. Supreme Court,,DC,US,2020-10-15,,,,,,,Refuse Fascism,"against President Trump, against fascism",1,protest,,,,,0,1,https://twitter.com/RefuseFascismDC/status/1316133219192971264,https://www.wusa9.com/article/news/local/protests/protest-outside-of-scotus-building-on-final-day-of-hearings-judge-barrett/65-acdcebc2-74eb-467c-876a-b2d109d66562,https://twitter.com/rawsmedia/status/1316823811929632769,,
Washington,U.S. Supreme Court,,DC,US,2020-10-15,,,,,,,general protesters,"for President Trump, for confirmation of Amy Coney Barrett to the U.S. Supreme Court",2,counter-protest,,,,,0,1,https://www.wusa9.com/article/news/local/protests/protest-outside-of-scotus-building-on-final-day-of-hearings-judge-barrett/65-acdcebc2-74eb-467c-876a-b2d109d66562,,,,
Washington,U.S. Capitol,,DC,US,2020-10-15,hundreds of Armenian-Americans and their supporters,200,,200,,,general protesters,for U.S. sanctions against Turkey and Azerbaijan over fighting in Nagorny Karabakh,0,demonstration,,,,,0,1,https://www.foxla.com/news/la-man-travels-to-washington-dc-to-protest-demand-sanctions-on-turkey-and-azerbaijan,,,,
Wauwatosa,Hart Park to Wauwatosa City Hall,,WI,US,2020-10-15,,,,,,,Team ROC,"against racism, against police violence, for justice for Alvin Cole and Jay Anderson and Antonio Gonzales",1,rally; march,,,,,1,1,https://www.tmj4.com/entertainment/television/im-out-here-until-the-day-god-takes-me-home-protest-for-justice-held-in-wauwatosa-by-jay-z-backed-group,https://www.fox6now.com/video/861232,https://news.yahoo.com/protesters-march-city-hall-jay-031628464.html,,
Augusta,Broad St,,GA,US,2020-10-16,dozen or so protesters,12,,12,,,CSRA Black Lives Matter; Augusta Democratic Socialists of America; Bringing Lives and Communities Closer,for removal of Confederate monument,1,protest,,,,,1,1,https://www.augustachronicle.com/news/20201016/protests-continue-for-removing-augusta-confederate-monument,,,,
Clarion,Main St,,PA,US,2020-10-16,about a dozen members,12,,12,,,Indivisible We Rise West Central PA; Western PA Coalition for Single Payer Healthcare,"for Medicare for All, for healthcare reform",1,demonstration,,,,,1,1,https://www.thederrick.com/news/front_page/rally-for-support/article_96bffc56-a26d-5d8b-af8c-9ed190e663d0.html,,,,
Detroit,State Fairgrounds,,MI,US,2020-10-16,,,,,,,general protesters,"against rezoning of historic fairgrounds for industrial development, for environmental protection",0,rally,,,,,1,1,https://www.wxyz.com/news/rally-against-amazon-planned-at-state-fairgrounds,https://www.fox2detroit.com/news/protest-held-against-proposed-amazon-center-at-state-fairgrounds,,,
Fairfax,12300 Lee Jackson Memorial Hwy,,VA,US,2020-10-16,,,,,,,Fairfax Smash the Fash,"against fascism, against racism, against Bolster the Blue",1,protest,,,,,1,1,https://twitter.com/AalayahEastmond/status/1317158385838641164,,,,
Fort Myers,Broadway Palm Dinner Theater,,FL,US,2020-10-16,more than 22 cars and trucks,22,,22,,,general protesters,for Joe Biden,1,caravan,,,,,1,1,https://www.news-press.com/story/news/politics/elections/2020/10/16/riding-biden-rally-planned-friday-fort-myers-when-president-trump-visits/3669711001/,,,,
Fort Myers,Caloosa Sound Convention Center & Amphitheater,,FL,US,2020-10-16,a crowd of about 400 people,400,,400,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.news-press.com/story/news/politics/elections/2020/10/16/elections-2020-president-donald-trump-campaigns-fort-myers/3667369001/,https://wusfnews.wusf.usf.edu/politics-issues/2020-10-17/trump-talks-medicare-rx-drug-prices-at-ft-myers-rally,,,
Ithaca,Meadow St and Cleveland Ave,,NY,US,2020-10-16,roughly 20 Trump supporters,20,,20,,,general protesters,for President Trump,2,rally,,,,,1,1,https://cornellsun.com/2020/10/17/trump-supporters-backed-into-headquarters-in-rally-face-off-with-counterprotesters/,https://www.weny.com/story/42779419/counter-protesters-ruin-trump-rally,,"""A few physical altercations took place between members of opposing groups and eventually the protesters left and police reports were made.""",
Ithaca,Meadow St and Cleveland Ave,,NY,US,2020-10-16,around 60 counterprotesters,60,,60,,,Ithaca Democratic Socialists of America,"against President Trump, against racism, against fascism",1,counter-protest,,,,,0,1,https://cornellsun.com/2020/10/17/trump-supporters-backed-into-headquarters-in-rally-face-off-with-counterprotesters/,https://www.weny.com/story/42779419/counter-protesters-ruin-trump-rally,,"""A few physical altercations took place between members of opposing groups and eventually the protesters left and police reports were made.""",
Jackson,Mississippi State Capitol,,MS,US,2020-10-16,,,,,,,general protesters,"for confirmation of Amy Coney Barrett to U.S. Supreme Court, for President Trump",2,rally,,,,,1,1,https://www.wapt.com/article/mississippi-gop-leaders-hold-rally-in-support-of-supreme-court-nominee/34397165#,https://www.wlbt.com/2020/10/17/miss-republicans-host-rally-support-scotus-nominee/,,,
Kansas City,KCMO City Hall,,MO,US,2020-10-16,,,,,,,general protesters,"against racism, for defunding police, for firing police Chief Rick Smith",1,occupation,,,,,1,1,https://news.yahoo.com/kansas-city-protests-continue-officer-205000479.html,,,,
Kirksville,Adair County Health Department,,MO,US,2020-10-16,,,,,,,general protesters,for allowing high school cross country runner to compete in conference championships during coronavirus pandemic,0,rally,,,,,1,1,https://ktvo.com/news/local/peaceful-protest-in-support-of-senior-cross-county-runner,,,,
Macon,,,GA,US,2020-10-16,,,,,,,general protesters,for Joe Biden,1,caravan,,,,,1,1,https://www.11alive.com/video/news/politics/biden-supporters-hold-parade-in-macon-on-same-day-as-trump-rally/85-8ab92a07-7490-438b-ba1b-f4f0aef9a9ed,,,,
Macon,Middle Georgia Regional Airport,,FL,US,2020-10-16,"at least 7,000 people",7000,,7000,,,general protesters,for President Trump,2,rally,,,,,0,1,https://www.macon.com/news/politics-government/election/article246481375.html,https://heavy.com/news/trump-ocala-florida-macon-georgia-rally-crowd-photos/,https://www.fox5atlanta.com/news/president-trump-holds-rally-in-macon,Feat. President Trump,
Miamisburg,Riverfront Park,,OH,US,2020-10-16,,,,,,,general protesters,"for President Trump, for police",2,rally,,,,,1,1,https://www.cincinnati.com/story/news/2020/10/15/list-pro-trump-events-near-cincinnati/3657127001/,https://www.facebook.com/events/337808040845544/,,Patriot Rally,
New York,"East Williamsburg, Brooklyn",,NY,US,2020-10-16,,,,,,,Democratic Socialists of America,"against construction of natural gas pipeline, against fracking, against racism, for environmental justice",1,direct action,,,,,1,1,https://twitter.com/nonbkpipeline/status/1317131582193414144,https://www.amny.com/news/brooklyn-demonstrators-chain-gas-pipeline-fracking/,,,
New York,Carl Schurz Park,,NY,US,2020-10-16,,,,,,,UES4BLM,"against racism, against police violence",1,gathering,,,,,0,1,https://twitter.com/protest_nyc/status/1317112645338730499,,,,
New York,McCarren Park,,NY,US,2020-10-16,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,https://twitter.com/protest_nyc/status/1317112645338730499,https://www.ithacaweek-ic.com/the-group-gathering-indefinitely-for-black-lives/,,,
New York,Union Square,,NY,US,2020-10-16,,,,,,,Refuse Fascism NYC; Refuse Fascism,"against President Trump, against fascism",1,protest,,,,,0,1,https://twitter.com/protest_nyc/status/1317112645338730499,,,Trump/Pence out Now,
